time,x,Pressure
0,38240,3.68746e+06
0,38320,3.68155e+06
0,38400,3.67563e+06
0,38480,3.66972e+06
0,38560,3.6638e+06
0,38640,3.65789e+06
0,38720,3.65197e+06
0,38800,3.64606e+06
0,38880,3.64014e+06
0,38960,3.63423e+06
0,39040,3.62832e+06
0,39120,3.6224e+06
0,39200,3.61649e+06
0,39280,3.61057e+06
0,39360,3.60466e+06
0,39440,3.59874e+06
0,39520,3.59283e+06
0,39600,3.58691e+06
0,39680,3.581e+06
0,39760,3.57508e+06
0,39840,3.56917e+06
0,39920,3.56325e+06
0,40000,3.55734e+06
0,40080,3.55142e+06
0,40160,3.54551e+06
0,40240,3.5396e+06
0,40320,3.53368e+06
0,40400,3.52777e+06
0,40480,3.52185e+06
0,40560,3.51594e+06
0,40640,3.51002e+06
0,40720,3.50411e+06
0,40800,3.49819e+06
0,40880,3.49228e+06
0,40960,3.48636e+06
0,41040,3.48045e+06
0,41120,3.47453e+06
0,41200,3.46862e+06
0,41280,3.4627e+06
0,41360,3.45679e+06
0,41440,3.45087e+06
0,41520,3.44496e+06
0,41600,3.43905e+06
0,41680,3.43313e+06
0,41760,3.42722e+06
0,41840,3.4213e+06
0,41920,3.41539e+06
0,42000,3.40947e+06
0,42080,3.40356e+06
0,42160,3.39764e+06
0,42240,3.39173e+06
0,42320,3.38581e+06
0,42400,3.3799e+06
0,42480,3.37398e+06
0,42560,3.36807e+06
0,42640,3.36215e+06
0,42720,3.35624e+06
0,42800,3.35033e+06
0,42880,3.34441e+06
0,42960,3.3385e+06
0,43040,3.33258e+06
0,43120,3.32667e+06
0,43200,3.32075e+06
0,43280,3.31484e+06
0,43360,3.30892e+06
0,43440,3.30301e+06
0,43520,3.29709e+06
0,43600,3.29118e+06
0,43680,3.28526e+06
0,43760,3.27935e+06
0,43840,3.27343e+06
0,43920,3.26752e+06
0,44000,3.26161e+06
0,44080,3.25569e+06
0,44160,3.24978e+06
0,44240,3.24386e+06
0,44320,3.23795e+06
0,44400,3.23203e+06
0,44480,3.22612e+06
0,44560,3.2202e+06
0,44640,3.21429e+06
0,44720,3.20837e+06
0,44800,3.20246e+06
0,44880,3.19654e+06
0,44960,3.19063e+06
0,45040,3.18471e+06
0,45120,3.1788e+06
0,45200,3.17289e+06
0,45280,3.16697e+06
0,45360,3.16106e+06
0,45440,3.15514e+06
0,45520,3.14923e+06
0,45600,3.14331e+06
0,45680,3.1374e+06
0,45760,3.13148e+06
0,45840,3.12557e+06
0,45920,3.11965e+06
0,46000,3.11374e+06
0,46080,3.10782e+06
0,46160,3.10191e+06
0,46240,3.09599e+06
0,46320,3.09008e+06
0,46400,3.08416e+06
0,46480,3.07825e+06
0,46560,3.07234e+06
0,46640,3.06642e+06
0,46720,3.06051e+06
0,46800,3.05459e+06
0,46880,3.04868e+06
0,46960,3.04276e+06
0,47040,3.03685e+06
0,47120,3.03093e+06
0,47200,3.02502e+06
0,47280,3.0191e+06
0,47360,3.01319e+06
0,47440,3.00727e+06
0,47520,3.00136e+06
0,47600,2.99544e+06
0,47680,2.98953e+06
0,47760,2.98362e+06
0,47840,2.9777e+06
0,47920,2.97179e+06
0,48000,2.96587e+06
0,48080,2.95996e+06
0,48160,2.95404e+06
0,48240,2.94813e+06
0,48320,2.94221e+06
0,48400,2.9363e+06
0,48480,2.93038e+06
0,48560,2.92447e+06
0,48640,2.91855e+06
0,48720,2.91264e+06
0,48800,2.90672e+06
0,48880,2.90081e+06
0,48960,2.8949e+06
0,49040,2.88898e+06
0,49120,2.88307e+06
0,49200,2.87715e+06
0,49280,2.87124e+06
0,49360,2.86532e+06
0,49440,2.85941e+06
0,49520,2.85349e+06
0,49600,2.84758e+06
0,49680,2.84166e+06
0,49760,2.83575e+06
0,49840,2.82983e+06
0,49920,2.82392e+06
0,50000,2.818e+06
0,50080,2.81209e+06
0,50160,2.80618e+06
0,50240,2.80026e+06
0,50320,2.79435e+06
0,50400,2.78843e+06
0,50480,2.78252e+06
0,50560,2.7766e+06
0,50640,2.77069e+06
0,50720,2.76477e+06
0,50800,2.75886e+06
0,50880,2.75294e+06
0,50960,2.74703e+06
0,51040,2.74111e+06
0,51120,2.7352e+06
0,51200,2.72928e+06
0,51280,2.72337e+06
0,51360,2.71745e+06
0,51440,2.71154e+06
0,51520,2.70563e+06
0,51600,2.69971e+06
0,51680,2.6938e+06
0,51760,2.68788e+06
0,51840,2.68197e+06
0,51920,2.67605e+06
0,52000,2.67014e+06
0,52080,2.66422e+06
0,52160,2.65831e+06
0,52240,2.65239e+06
0,52320,2.64648e+06
0,52400,2.64056e+06
0,52480,2.63465e+06
0,52560,2.62873e+06
0,52640,2.62282e+06
0,52720,2.61691e+06
0,52800,2.61099e+06
0,52880,2.60508e+06
0,52960,2.59916e+06
0,53040,2.59325e+06
0,53120,2.58733e+06
0,53200,2.58142e+06
0,53280,2.5755e+06
0,53360,2.56959e+06
0,53440,2.56367e+06
0,53520,2.55776e+06
0,53600,2.55184e+06
0,53680,2.54593e+06
0,53760,2.54001e+06
0,53840,2.5341e+06
0,53920,2.52819e+06
0,54000,2.52227e+06
0,54080,2.51636e+06
0,54160,2.51044e+06
0,54240,2.50453e+06
0,54320,2.49861e+06
0,54400,2.4927e+06
0,54480,2.48678e+06
0,54560,2.48087e+06
0,54640,2.47495e+06
0,54720,2.46904e+06
0,54800,2.46312e+06
0,54880,2.45721e+06
0,54960,2.45129e+06
0,55040,2.44538e+06
0,55120,2.43946e+06
0,55200,2.43355e+06
0,55280,2.42764e+06
0,55360,2.42172e+06
0,55440,2.41581e+06
0,55520,2.40989e+06
0,55600,2.40398e+06
0,55680,2.39806e+06
0,55760,2.39215e+06
0,55840,2.38623e+06
0,55920,2.38032e+06
0,56000,2.3744e+06
0,56080,2.36849e+06
0,56160,2.36257e+06
0,56240,2.35666e+06
0,56320,2.35074e+06
0,56400,2.34483e+06
0,56480,2.33892e+06
0,56560,2.333e+06
0,56640,2.32709e+06
0,56720,2.32117e+06
0,56800,2.31526e+06
0,56880,2.30934e+06
0,56960,2.30343e+06
0,57040,2.29751e+06
0,57120,2.2916e+06
0,57200,2.28568e+06
0,57280,2.27977e+06
0,57360,2.27385e+06
0,57440,2.26794e+06
0,57520,2.26202e+06
0,57600,2.25611e+06
0,57680,2.2502e+06
0,57760,2.24428e+06
0,57840,2.23837e+06
0,57920,2.23245e+06
0,58000,2.22654e+06
0,58080,2.22062e+06
0,58160,2.21471e+06
0,58240,2.20879e+06
0,58320,2.20288e+06
0,58400,2.19696e+06
0,58480,2.19105e+06
0,58560,2.18513e+06
0,58640,2.17922e+06
0,58720,2.1733e+06
0,58800,2.16739e+06
0,58880,2.16148e+06
0,58960,2.15556e+06
0,59040,2.14965e+06
0,59120,2.14373e+06
0,59200,2.13782e+06
0,59280,2.1319e+06
0,59360,2.12599e+06
0,59440,2.12007e+06
0,59520,2.11416e+06
0,59600,2.10824e+06
0,59680,2.10233e+06
0,59760,2.09641e+06
0,59840,2.0905e+06
0,59920,2.08458e+06
0,60000,2.07867e+06
0,60080,2.07275e+06
0,60160,2.06684e+06
0,60240,2.06093e+06
0,60320,2.05501e+06
0,60400,2.0491e+06
0,60480,2.04318e+06
0,60560,2.03727e+06
0,60640,2.03135e+06
0,60720,2.02544e+06
0,60800,2.01952e+06
0,60880,2.01361e+06
0,60960,2.00769e+06
0,61040,2.00178e+06
0,61120,1.99586e+06
0,61200,1.98995e+06
0,61280,1.98403e+06
0,61360,1.97812e+06
0,61440,1.97221e+06
0,61520,1.96629e+06
0,61600,1.96038e+06
0,61680,1.95446e+06
0,61760,1.94855e+06
0,61840,1.94263e+06
0,61920,1.93672e+06
0,62000,1.9308e+06
0,62080,1.92489e+06
0,62160,1.91897e+06
0,62240,1.91306e+06
0,62320,1.90714e+06
0,62400,1.90123e+06
0,62480,1.89531e+06
0,62560,1.8894e+06
0,62640,1.88349e+06
0,62720,1.87757e+06
0,62800,1.87166e+06
0,62880,1.86574e+06
0,62960,1.85983e+06
0,63040,1.85391e+06
0,63120,1.848e+06
0,63200,1.84208e+06
0,63280,1.83617e+06
0,63360,1.83025e+06
0,63440,1.82434e+06
0,63520,1.81842e+06
0,63600,1.81251e+06
0,63680,1.80659e+06
0,63760,1.80068e+06
0,63840,1.79477e+06
0,63920,1.78885e+06
0,64000,1.78294e+06
0,64080,1.77702e+06
0,64160,1.77111e+06
0,64240,1.76519e+06
0,64320,1.75928e+06
0,64400,1.75336e+06
0,64480,1.74745e+06
0,64560,1.74153e+06
0,64640,1.73562e+06
0,64720,1.7297e+06
0,64800,1.72379e+06
0,64880,1.71787e+06
0,64960,1.71196e+06
0,65040,1.70604e+06
0,65120,1.70013e+06
0,65200,1.69422e+06
0,65280,1.6883e+06
0,65360,1.68239e+06
0,65440,1.67647e+06
0,65520,1.67056e+06
0,65600,1.66464e+06
0,65680,1.65873e+06
0,65760,1.65281e+06
0,65840,1.6469e+06
0,65920,1.64098e+06
0,66000,1.63507e+06
0,66080,1.62915e+06
0,66160,1.62324e+06
0,66240,1.61732e+06
0,66320,1.61141e+06
0,66400,1.6055e+06
0,66480,1.59958e+06
0,66560,1.59367e+06
0,66640,1.58775e+06
0,66720,1.58184e+06
0,66800,1.57592e+06
0,66880,1.57001e+06
0,66960,1.56409e+06
0,67040,1.55818e+06
0,67120,1.55226e+06
0,67200,1.54635e+06
0,67280,1.54043e+06
0,67360,1.53452e+06
0,67440,1.5286e+06
0,67520,1.52269e+06
0,67600,1.51678e+06
0,67680,1.51086e+06
0,67760,1.50495e+06
0,67840,1.49903e+06
0,67920,1.49312e+06
0,68000,1.4872e+06
0,68080,1.48129e+06
0,68160,1.47537e+06
0,68240,1.46946e+06
0,68320,1.46354e+06
0,68400,1.45763e+06
0,68480,1.45171e+06
0,68560,1.4458e+06
0,68640,1.43988e+06
0,68720,1.43397e+06
0,68800,1.42805e+06
0,68880,1.42214e+06
0,68960,1.41623e+06
0,69040,1.41031e+06
0,69120,1.4044e+06
0,69200,1.39848e+06
0,69280,1.39257e+06
0,69360,1.38665e+06
0,69440,1.38074e+06
0,69520,1.37482e+06
0,69600,1.36891e+06
0,69680,1.36299e+06
0,69760,1.35708e+06
0,69840,1.35116e+06
0,69920,1.34525e+06
0,70000,1.33933e+06
0,70080,1.33342e+06
0,70160,1.32751e+06
0,70240,1.32159e+06
0,70320,1.31568e+06
0,70400,1.30976e+06
0,70480,1.30385e+06
0,70560,1.29793e+06
0,70640,1.29202e+06
0,70720,1.2861e+06
0,70800,1.28019e+06
0,70880,1.27427e+06
0,70960,1.26836e+06
0,71040,1.26244e+06
0,71120,1.25653e+06
0,71200,1.25061e+06
0,71280,1.2447e+06
0,71360,1.23879e+06
0,71440,1.23287e+06
0,71520,1.22696e+06
0,71600,1.22104e+06
0,71680,1.21513e+06
0,71760,1.20921e+06
0,71840,1.2033e+06
0,71920,1.19738e+06
0,72000,1.19147e+06
0,72080,1.18555e+06
0,72160,1.17964e+06
0,72240,1.17372e+06
0,72320,1.16781e+06
0,72400,1.16189e+06
0,72480,1.15598e+06
0,72560,1.15007e+06
0,72640,1.14415e+06
0,72720,1.13824e+06
0,72800,1.13232e+06
0,72880,1.12641e+06
0,72960,1.12049e+06
0,73040,1.11458e+06
0,73120,1.10866e+06
0,73200,1.10275e+06
0,73280,1.09683e+06
0,73360,1.09092e+06
0,73440,1.085e+06
0,73520,1.07909e+06
0,73600,1.07317e+06
0,73680,1.06726e+06
0,73760,1.06134e+06
0,73840,1.05543e+06
0,73920,1.04952e+06
0,74000,1.0436e+06
0,74080,1.03769e+06
0,74160,1.03177e+06
0,74240,1.02586e+06
0,74320,1.01994e+06
0,74400,1.01403e+06
0,74480,1.00811e+06
0,74560,1.0022e+06
0,74640,996283
0,74720,990369
0,74800,984454
0,74880,978539
0,74960,972625
0,75040,966710
0,75120,960795
0,75200,954881
0,75280,948966
0,75360,943051
0,75440,937137
0,75520,931222
0,75600,925307
0,75680,919393
0,75760,913478
0,75840,907563
0,75920,901649
0,76000,895734
0,76080,889819
0,76160,883905
0,76240,877990
0,76320,872075
0,76400,866161
0,76480,860246
0,76560,854331
0,76640,848416
0,76720,842502
0,76800,836587
0,76880,830672
0,76960,824758
0,77040,818843
0,77120,812928
0,77200,807014
0,77280,801099
0,77360,795184
0,77440,789270
0,77520,783355
0,77600,777440
0,77680,771526
0,77760,765611
0,77840,759696
0,77920,753782
0,78000,747867
0,78080,741952
0,78160,736038
0,78240,730123
0,78320,724208
0,78400,718294
0,78480,712379
0,78560,706464
0,78640,700550
0,78720,694635
0,78800,688720
0,78880,682805
0,78960,676891
0,79040,670976
0,79120,665061
0,79200,659147
0,79280,653232
0,79360,647317
0,79440,641403
0,79520,635488
0,79600,629573
0,79680,623659
0,79760,617744
0,79840,611829
0,79920,605915
0,80000,600000
